競馬場,競走年月日,レース番号,レース名,単勝組番,単勝払戻金（円）,単勝人気,複勝組番1,複勝払戻金1（円）,複勝人気1,複勝組番2,複勝払戻金2（円）,複勝人気2,複勝組番3,複勝払戻金3（円）,複勝人気3,枠複組番1,枠複組番2,枠複払戻金（円）,枠複人気,枠単組番1,枠単組番2,枠単払戻金（円）,枠単人気,馬複組番1,馬複組番2,馬複払戻金（円）,馬複人気1,馬単組番1,馬単組番2,馬単払戻金（円）,馬単人気1,ワイド組番1馬番1,ワイド組番1馬番2,ワイド払戻金1（円）,ワイド人気1,ワイド組番2馬番1,ワイド組番2馬番2,ワイド払戻金2（円）,ワイド人気2,ワイド組番3馬番1,ワイド組番3馬番2,ワイド払戻金3（円）,ワイド人気3,３連複組番馬番1,３連複組番馬番2,３連複組番馬番3,３連複払戻金（円）,３連複人気,３連単組番馬番1,３連単組番馬番2,３連単組番馬番3,３連単払戻金（円）,３連単人気
名古屋,20260507,10,アルファルド賞Ｂ９,10,250,1,10,120,1,7,220,5,4,130,2,7,8,800,4,,,,,7,10,1590,7,10,7,2150,7,7,10,450,7,4,10,190,1,4,7,400,6,4,7,10,1260,4,10,7,4,6780,17
名古屋,20260507,11,バック・トゥ・ザ・デイリー特別Ａ３,3,420,3,3,160,3,4,110,1,9,120,2,3,4,670,3,,,,,3,4,570,2,3,4,1750,6,3,4,240,2,3,9,260,3,4,9,170,1,3,4,9,500,1,3,4,9,4350,7
名古屋,20260507,12,継鹿尾山（つがおさん）賞Ｃ６,7,200,1,7,120,1,9,220,4,10,180,3,6,7,570,3,,,,,7,9,600,3,7,9,880,3,7,9,280,3,7,10,200,2,9,10,610,9,7,9,10,1170,4,7,9,10,3860,9
名古屋,20260508,1,アジア・アジアパラ応援２６Ｃ５,5,390,2,5,140,1,9,190,3,10,200,4,5,8,630,2,,,,,5,9,1270,4,5,9,2720,10,5,9,420,4,5,10,410,3,9,10,750,10,5,9,10,3390,12,5,9,10,16540,49
名古屋,20260508,2,Ｂ１４組,7,170,1,7,100,1,3,110,2,11,200,5,3,6,130,1,,,,,3,7,150,1,7,3,240,1,3,7,120,1,7,11,420,8,3,11,470,9,3,7,11,770,4,7,3,11,2170,6
名古屋,20260508,3,祝４５歳！キミとの未来は最高Ｃ４,6,300,2,6,120,1,3,170,4,8,310,6,3,6,840,3,,,,,3,6,700,3,6,3,1210,4,3,6,270,2,6,8,980,14,3,8,1230,18,3,6,8,4550,19,6,3,8,16070,60
名古屋,20260508,4,Ｃ３組,8,640,4,8,250,4,2,590,7,9,180,3,2,7,1510,5,,,,,2,8,4360,17,8,2,9000,28,2,8,1380,17,8,9,460,6,2,9,1180,16,2,8,9,5580,21,8,2,9,37620,121
名古屋,20260508,5,３歳９組,3,300,1,3,120,1,1,160,3,9,190,4,1,3,670,2,,,,,1,3,550,1,3,1,1310,2,1,3,290,2,3,9,430,4,1,9,690,10,1,3,9,1640,3,3,1,9,5430,4
名古屋,20260508,6,３歳８組,6,1670,6,6,240,6,3,130,2,8,110,1,3,6,2420,11,,,,,3,6,2090,9,6,3,5720,25,3,6,390,7,6,8,440,8,3,8,180,1,3,6,8,1150,4,6,3,8,16880,60
名古屋,20260508,7,３歳７組,9,500,3,9,220,3,11,140,2,10,840,8,7,8,460,1,,,,,9,11,490,2,9,11,1330,5,9,11,270,2,9,10,2790,25,10,11,1370,14,9,10,11,4520,15,9,11,10,20590,71
名古屋,20260508,8,Ｂ１３組,8,1470,5,8,240,5,7,120,1,5,130,2,6,7,770,3,,,,,7,8,1760,7,8,7,5870,17,7,8,460,7,5,8,390,6,5,7,150,1,5,7,8,800,3,8,7,5,13120,43
名古屋,20260508,9,Ｂ１２組,4,320,2,4,130,2,7,200,4,11,160,3,4,6,1120,5,,,,,4,7,2770,13,4,7,3900,15,4,7,940,10,4,11,460,5,7,11,940,11,4,7,11,3130,10,4,7,11,18950,58
名古屋,20260508,10,城下町（じょうかまち）賞Ｃ２,10,110,1,10,100,1,6,170,3,9,270,6,6,8,540,2,,,,,6,10,670,4,10,6,700,4,6,10,310,4,9,10,250,3,6,9,1350,14,6,9,10,1480,7,10,6,9,3720,14
名古屋,20260508,11,翡翠（ひすい）特別Ａ２,5,270,2,5,170,2,8,380,6,1,170,3,5,7,300,1,,,,,5,8,1540,5,5,8,2150,8,5,8,490,7,1,5,330,4,1,8,600,8,1,5,8,1700,5,5,8,1,8590,28
名古屋,20260508,12,犬山（いぬやま）特別Ｃ１,5,170,1,5,100,1,9,110,2,4,140,3,5,8,210,1,,,,,5,9,220,1,5,9,390,1,5,9,140,1,4,5,210,3,4,9,200,2,4,5,9,360,1,5,9,4,990,1
名古屋,20260519,1,３歳１２組,3,130,1,3,110,1,6,130,2,5,150,4,3,6,170,1,,,,,3,6,190,1,3,6,300,1,3,6,160,1,3,5,230,3,5,6,450,6,3,5,6,420,1,3,6,5,900,1
名古屋,20260519,2,Ｃ２４組,2,130,1,2,110,1,10,130,3,3,220,4,2,8,180,1,,,,,2,10,260,1,2,10,280,1,2,10,160,1,2,3,250,4,3,10,560,10,2,3,10,650,3,2,10,3,1250,4
名古屋,20260519,3,３歳１１組,4,700,4,4,140,1,1,230,5,3,270,6,1,4,2590,10,,,,,1,4,2950,12,4,1,5740,27,1,4,730,12,3,4,840,13,1,3,1250,15,1,3,4,5050,20,4,1,3,28690,106
名古屋,20260519,4,３歳１０組,1,1310,5,1,200,3,3,100,1,7,250,6,1,3,1220,5,,,,,1,3,1390,4,1,3,3070,10,1,3,320,3,1,7,3620,33,3,7,590,6,1,3,7,7670,26,1,3,7,35060,119
名古屋,20260519,5,Ｃ２３組,5,500,4,5,150,2,8,120,1,1,270,7,5,7,1430,6,,,,,5,8,1230,6,5,8,2480,6,5,8,570,7,1,5,990,13,1,8,1000,14,1,5,8,3770,14,5,8,1,20240,76
名古屋,20260519,6,星香２０代最後の第４コーナーＣ２２,6,260,2,6,110,1,10,290,6,4,210,3,6,8,2260,5,,,,,6,10,1400,4,6,10,2220,7,6,10,540,6,4,6,600,7,4,10,1950,22,4,6,10,6640,18,6,10,4,14220,40
名古屋,20260519,7,Ｃ２１組,2,280,2,2,150,3,8,880,9,6,140,2,2,7,3190,12,,,,,2,8,8400,19,2,8,9780,27,2,8,2200,21,2,6,290,3,6,8,1130,13,2,6,8,6510,20,2,8,6,52490,143
名古屋,20260519,8,おとめ座大空（おとめざたいくう）特別Ｂ１ｂ,12,480,3,12,240,3,10,190,2,4,1020,11,7,8,560,3,,,,,10,12,740,3,12,10,1290,3,10,12,250,1,4,12,3270,39,4,10,2050,24,4,10,12,10110,36,12,10,4,25050,69
名古屋,20260519,9,薄暑大空（はくしょたいくう）特別Ａ６,3,350,2,3,140,2,2,220,4,8,170,3,2,3,3090,11,,,,,2,3,2310,12,3,2,3080,13,2,3,730,13,3,8,620,6,2,8,900,15,2,3,8,5220,19,3,2,8,22140,87
名古屋,20260519,10,ポリマ特別Ｂ１ｃ,7,4280,9,7,330,8,2,130,2,12,110,1,2,6,3460,9,,,,,2,7,6560,15,7,2,27540,35,2,7,1120,14,7,12,480,6,2,12,180,1,2,7,12,1960,6,7,2,12,64260,162
名古屋,20260519,11,小満（しょうまん）特別Ａ５,2,2920,6,2,410,4,8,510,6,6,520,7,2,7,8650,13,,,,,2,8,10520,19,2,8,22310,34,2,8,960,13,2,6,2330,18,6,8,3290,22,2,6,8,34440,50,2,8,6,234580,275
名古屋,20260519,12,Ｃ２０組,10,150,1,10,100,1,3,290,6,1,120,2,3,8,1980,8,,,,,3,10,2800,9,10,3,3330,10,3,10,850,12,1,10,190,1,1,3,700,10,1,3,10,1970,6,10,3,1,11240,33
名古屋,20260520,1,Ｃ１９組,1,160,1,1,100,1,4,120,2,10,220,5,1,4,320,2,,,,,1,4,370,1,1,4,420,1,1,4,170,1,1,10,310,4,4,10,480,7,1,4,10,1010,3,1,4,10,2080,3
名古屋,20260520,2,Ｃ１８組,8,740,6,8,250,6,5,200,4,10,150,2,5,7,1580,7,,,,,5,8,2100,10,8,5,7150,39,5,8,670,9,8,10,550,6,5,10,670,8,5,8,10,3890,17,8,5,10,27670,129
名古屋,20260520,3,今年も馬ッチリ駆け巡る３歳４,5,320,2,5,120,2,4,100,1,2,180,4,4,5,280,1,,,,,4,5,250,1,5,4,650,2,4,5,170,1,2,5,240,2,2,4,280,5,2,4,5,500,1,5,4,2,2030,2
名古屋,20260520,4,Ｂ４組,8,210,1,8,130,1,9,830,8,11,950,9,7,7,2980,12,,,,,8,9,5470,13,8,9,9090,27,8,9,1420,15,8,11,2360,19,9,11,9980,43,8,9,11,33130,64,8,9,11,51680,137
名古屋,20260520,5,Ｃ１７組,4,800,4,4,360,7,2,190,2,10,350,6,2,4,800,2,,,,,2,4,760,1,4,2,1970,7,2,4,500,3,4,10,1590,22,2,10,570,5,2,4,10,3030,11,4,2,10,15240,38
名古屋,20260520,6,３歳３組,6,180,1,6,120,1,4,140,2,9,150,3,4,6,590,2,,,,,4,6,690,3,6,4,850,2,4,6,210,2,6,9,180,1,4,9,330,5,4,6,9,720,1,6,4,9,2580,1
名古屋,20260520,7,Ｃ１６組,1,390,3,1,190,3,11,490,9,10,130,1,1,8,750,3,,,,,1,11,4910,16,1,11,5440,19,1,11,610,7,1,10,450,4,10,11,1160,13,1,10,11,3710,14,1,11,10,30030,99
名古屋,20260520,8,Ｃ１５組,5,470,2,5,190,2,4,210,4,8,240,5,4,5,950,4,,,,,4,5,1310,4,5,4,2070,2,4,5,640,6,5,8,990,14,4,8,930,12,4,5,8,3500,11,5,4,8,13550,27
名古屋,20260520,9,ザニア賞Ｂ３,5,160,1,5,100,1,11,110,2,4,140,4,5,8,260,1,,,,,5,11,310,1,5,11,440,1,5,11,170,1,4,5,230,3,4,11,360,5,4,5,11,650,2,5,11,4,1580,1
名古屋,20260520,10,名古屋ＣＣ　メロン賞３歳特別,1,1860,5,1,240,3,8,270,5,10,730,8,1,7,6270,14,,,,,1,8,8290,15,1,8,31710,45,1,8,1910,18,1,10,6310,31,8,10,4670,29,1,8,10,68870,78,1,8,10,386950,374
名古屋,20260520,11,立夏（りっか）特別Ａ４,4,510,3,4,150,2,8,140,1,1,210,5,4,7,610,1,,,,,4,8,940,1,4,8,2550,9,4,8,370,1,1,4,560,7,1,8,550,6,1,4,8,2010,3,4,8,1,12350,28
名古屋,20260520,12,レディス・アストライアー特別（牝馬）Ｂ１ａ,7,220,2,7,110,2,8,100,1,11,190,4,6,7,150,1,,,,,7,8,190,1,7,8,380,2,7,8,120,1,7,11,410,7,8,11,400,6,7,8,11,700,2,7,8,11,2350,5
名古屋,20260521,1,Ｃ１４組,5,1310,6,5,340,7,3,120,1,9,170,3,3,5,1720,9,,,,,3,5,1710,8,5,3,4390,19,3,5,760,10,5,9,1430,18,3,9,400,3,3,5,9,3210,12,5,3,9,24010,88
名古屋,20260521,2,Ｃ１３組,9,350,3,9,150,2,2,210,4,1,240,5,2,8,840,4,,,,,2,9,1090,4,9,2,1910,7,2,9,330,3,1,9,540,9,1,2,510,8,1,2,9,1990,7,9,2,1,7770,19
名古屋,20260521,3,まりな２０代ラストイヤーＣ１２,6,110,1,6,100,1,2,240,5,10,150,3,2,6,770,5,,,,,2,6,740,4,6,2,790,4,2,6,280,4,6,10,230,3,2,10,780,11,2,6,10,890,3,6,2,10,2910,8
名古屋,20260521,4,Ｃ１１組,8,240,1,8,140,1,5,170,3,2,520,7,5,7,510,1,,,,,5,8,580,1,8,5,970,1,5,8,230,1,2,8,830,12,2,5,2110,21,2,5,8,4060,16,8,5,2,15210,65
名古屋,20260521,5,Ｃ１０組,8,2850,7,8,380,6,7,220,4,2,170,2,7,7,8590,18,,,,,7,8,8480,22,8,7,29000,54,7,8,1970,22,2,8,3290,30,2,7,980,10,2,7,8,25290,57,8,7,2,171670,344
名古屋,20260521,6,Ｂ８組,10,7700,9,10,570,7,8,340,6,5,170,2,7,8,4490,21,,,,,8,10,23700,35,10,8,70970,78,8,10,5430,36,5,10,1850,22,5,8,960,13,5,8,10,25880,63,10,8,5,288010,469
名古屋,20260521,7,Ｂ７組,8,280,1,8,140,1,1,140,2,10,140,3,1,7,940,5,,,,,1,8,850,3,8,1,1370,4,1,8,290,3,8,10,220,1,1,10,320,5,1,8,10,890,1,8,1,10,4440,4
名古屋,20260521,8,Ｂ６組,3,130,1,3,100,1,10,270,7,4,370,8,3,8,600,3,,,,,3,10,950,5,3,10,700,4,3,10,370,3,3,4,540,8,4,10,2550,22,3,4,10,5170,19,3,10,4,11980,39
名古屋,20260521,9,若夏（わかなつ）特別３歳１ｂ,8,690,3,8,210,3,3,130,1,4,240,6,3,7,620,2,,,,,3,8,1320,4,8,3,2310,5,3,8,400,4,4,8,730,13,3,4,480,5,3,4,8,3470,16,8,3,4,16740,50
名古屋,20260521,10,Ｂ５組,10,3210,7,10,860,7,2,250,4,8,480,6,2,8,480,2,,,,,2,10,9650,20,10,2,23910,41,2,10,2470,23,8,10,3600,26,2,8,1050,11,2,8,10,25750,47,10,2,8,199760,287
名古屋,20260521,11,皐月疾風（さつきしっぷう）特別Ａ１ｃ,10,120,1,10,110,1,4,190,3,8,480,9,4,8,550,3,,,,,4,10,590,3,10,4,810,2,4,10,290,3,8,10,770,9,4,8,2110,18,4,8,10,3170,13,10,4,8,11330,40
名古屋,20260521,12,飛雲（ひうん）特別３歳１ａ,3,630,4,3,200,3,4,140,1,,,,,,,,,,,,3,4,480,2,3,4,1580,9,3,4,240,3,3,5,390,6,4,5,250,4,3,4,5,630,3,3,4,5,4230,15
名古屋,20260522,1,３歳９組,9,520,3,9,110,3,2,100,2,7,100,1,2,7,600,3,,,,,2,9,810,4,9,2,1780,7,2,9,260,4,7,9,180,2,2,7,150,1,2,7,9,410,1,9,2,7,4070,13
名古屋,20260522,2,３歳８組,4,210,1,4,130,1,3,470,8,5,480,9,3,4,2820,11,,,,,3,4,2800,11,4,3,4030,15,3,4,660,9,4,5,610,8,3,5,2630,29,3,4,5,6190,25,4,3,5,20540,72
名古屋,20260522,3,３歳７組,2,1090,5,2,170,4,11,130,2,5,150,3,2,8,570,3,,,,,2,11,740,4,2,11,2440,11,2,11,300,4,2,5,420,9,5,11,290,3,2,5,11,1070,3,2,11,5,9510,31
名古屋,20260522,4,Ｃ９組,10,370,2,10,190,4,5,300,5,1,320,6,5,8,1040,6,,,,,5,10,1560,6,10,5,2540,11,5,10,670,9,1,10,990,14,1,5,1610,24,1,5,10,4420,20,10,5,1,19580,85
名古屋,20260522,5,Ｃ８組,10,280,2,10,110,2,3,100,1,2,180,4,3,8,100,1,,,,,3,10,150,1,10,3,700,3,3,10,120,1,2,10,590,10,2,3,260,3,2,3,10,670,3,10,3,2,4290,13
名古屋,20260522,6,送迎バスの運転手さんありがとうＣ７,1,130,1,1,110,1,6,240,4,5,310,7,1,6,1050,5,,,,,1,6,830,5,1,6,760,4,1,6,270,3,1,5,480,6,5,6,1910,21,1,5,6,3370,16,1,6,5,8390,29
名古屋,20260522,7,Ｃ６組,6,180,1,6,120,1,11,1350,10,9,250,5,6,8,220,1,,,,,6,11,4240,13,6,11,5230,14,6,11,1460,15,6,9,190,1,9,11,4340,35,6,9,11,8220,27,6,11,9,27990,85
名古屋,20260522,8,油ヶ淵（あぶらがふち）賞Ｃ５,5,1960,7,5,350,8,8,240,5,7,140,1,5,7,4990,18,,,,,5,8,5110,21,5,8,15320,53,5,8,1740,26,5,7,980,17,7,8,450,4,5,7,8,4940,21,5,8,7,78240,271
名古屋,20260522,9,Ｂ１１組,7,680,3,7,230,6,8,140,2,9,210,3,7,7,950,5,,,,,7,8,940,4,7,8,2740,12,7,8,480,6,7,9,700,10,8,9,600,8,7,8,9,2080,8,7,8,9,14170,49
名古屋,20260522,10,Ｂ１０組,10,130,1,10,100,1,3,120,2,7,180,4,3,8,250,1,,,,,3,10,180,1,10,3,320,1,3,10,120,1,7,10,210,3,3,7,380,6,3,7,10,470,2,10,3,7,1060,1
名古屋,20260522,11,花菖蒲（はなしょうぶ）特別Ａ１ｂ,10,1040,4,10,230,5,7,110,1,8,530,7,6,8,160,1,,,,,7,10,530,3,10,7,2370,8,7,10,210,3,8,10,4340,28,7,8,900,10,7,8,10,6310,19,10,7,8,45060,112
名古屋,20260522,12,Ｂ９組,6,280,2,6,110,1,2,220,4,8,110,2,2,6,2160,9,,,,,2,6,1830,6,6,2,2590,7,2,6,430,6,6,8,160,1,2,8,350,4,2,6,8,680,2,6,2,8,5550,20
名古屋,20260525,1,"アジア・アジアパラ応援２７ ３歳６",8,220,1,8,110,1,9,140,3,5,110,2,7,8,630,2,,,,,8,9,1030,4,8,9,1630,6,8,9,240,3,5,8,170,1,5,9,380,6,5,8,9,570,2,8,9,5,3670,10
名古屋,20260525,2,Ｃ４組,11,170,1,11,110,1,6,330,6,7,190,4,6,8,440,3,,,,,6,11,2900,10,11,6,1940,6,6,11,940,9,7,11,280,3,6,7,1950,19,6,7,11,4320,16,11,6,7,15790,56
名古屋,20260525,3,祝　奥村部長還暦Ｂ１５,9,190,1,9,130,1,8,180,4,4,240,6,8,8,510,4,,,,,8,9,510,3,9,8,800,3,8,9,250,3,4,9,350,4,4,8,970,14,4,8,9,2230,9,9,8,4,4770,13
名古屋,20260525,4,３歳５組,8,370,2,8,140,2,6,710,8,10,170,3,6,7,2300,7,,,,,6,8,24410,30,8,6,23480,41,6,8,4380,29,8,10,370,3,6,10,9560,40,6,8,10,28840,56,8,6,10,156420,274
名古屋,20260525,5,Ｃ３組,11,670,4,11,230,4,3,150,2,5,340,6,3,8,1710,7,,,,,3,11,1780,6,11,3,3120,13,3,11,690,9,5,11,890,12,3,5,910,13,3,5,11,3530,11,11,3,5,17600,63
名古屋,20260525,6,Ｂ１４組,1,210,1,1,110,1,10,130,3,2,130,4,1,8,570,2,,,,,1,10,720,3,1,10,1020,4,1,10,260,3,1,2,240,2,2,10,550,6,1,2,10,1350,4,1,10,2,4140,11
名古屋,20260525,7,Ｂ１３組,8,310,1,8,130,2,7,130,1,5,150,4,7,7,840,4,,,,,7,8,680,1,8,7,1530,2,7,8,270,1,5,8,340,4,5,7,350,5,5,7,8,1040,1,8,7,5,4160,3
名古屋,20260525,8,菖蒲月疾風（あやめづきしっぷう）特別Ｃ１ｃ,9,130,1,9,100,1,1,120,2,8,130,3,1,8,240,1,,,,,1,9,310,1,9,1,500,1,1,9,170,1,8,9,180,2,1,8,270,4,1,8,9,570,1,9,1,8,1470,1
名古屋,20260525,9,Ｂ１２組,5,1680,5,5,330,5,10,170,2,3,960,8,5,8,1940,6,,,,,5,10,2380,7,5,10,7320,17,5,10,760,7,3,5,7750,34,3,10,2840,24,3,5,10,20160,43,5,10,3,146420,268
名古屋,20260525,10,高浜（たかはま）特別Ｃ１ｂ,2,2340,6,2,600,8,8,440,5,6,520,6,2,7,5400,14,,,,,2,8,7940,21,2,8,16370,37,2,8,2780,24,2,6,5210,34,6,8,3500,29,2,6,8,27250,64,2,8,6,177760,327
名古屋,20260525,11,エメラルドオープンＡ１ａ特別,6,190,1,6,120,1,3,550,7,10,230,5,3,5,2630,12,,,,,3,6,2440,11,6,3,3020,10,3,6,820,11,6,10,330,2,3,10,3010,29,3,6,10,4740,16,6,3,10,16370,47
名古屋,20260525,12,碧南（へきなん）特別Ｃ１ａ,4,520,3,4,190,4,8,170,3,6,150,2,4,7,2330,8,,,,,4,8,2830,13,4,8,4920,23,4,8,1020,14,4,6,500,6,6,8,580,8,4,6,8,3710,14,4,8,6,21110,77
園田,20260504,1,Ｃ２三４歳以上,3,6370,7,3,1680,7,5,290,2,,,,,,,,,,,,3,5,11920,17,3,5,45300,35,3,5,2910,17,3,6,4280,19,5,6,760,8,3,5,6,24810,28,3,5,6,217730,155
園田,20260504,2,Ｃ２二４歳以上,3,340,2,3,120,2,1,100,1,,,,,,,,,,,,1,3,230,1,3,1,540,2,1,3,140,1,3,7,310,4,1,7,220,3,1,3,7,480,1,3,1,7,1710,4
園田,20260504,3,Ｃ２一４歳以上,2,310,2,2,120,2,3,150,4,7,130,3,,,,,,,,,2,3,610,3,2,3,1170,6,2,3,240,4,2,7,260,5,3,7,290,6,2,3,7,480,3,2,3,7,2970,14
園田,20260504,4,スマイル☆来場記念３歳Ｃ１,5,320,1,5,140,1,6,340,7,7,230,5,5,6,1880,11,,,,,5,6,2220,10,5,6,4440,20,5,6,690,9,5,7,760,11,6,7,2530,27,5,6,7,7160,31,5,6,7,34640,151
園田,20260504,5,豪快キャプテン☆来場記念Ｃ１二４歳以上,9,190,1,9,120,2,8,110,1,4,310,7,7,8,150,1,,,,,8,9,210,1,9,8,340,1,8,9,150,1,4,9,830,14,4,8,770,12,4,8,9,1020,3,9,8,4,2120,4
園田,20260504,6,Ｃ３一４歳以上,2,100,1,2,100,1,3,170,3,,,,,,,,,,,,2,3,300,2,2,3,330,2,2,3,120,2,2,5,110,1,3,5,230,6,2,3,5,270,1,2,3,5,640,2
園田,20260504,7,Ｃ３二４歳以上,5,230,1,5,130,1,1,250,4,,,,,,,,,,,,1,5,800,4,5,1,1390,6,1,5,210,3,4,5,270,6,1,4,440,9,1,4,5,2280,8,5,1,4,5710,25
園田,20260504,8,"Ｃ２ ４歳以上特別",1,110,1,1,100,1,5,100,2,,,,,,,,,,,,1,5,160,1,1,5,170,1,1,5,100,1,1,3,110,2,3,5,170,5,1,3,5,160,1,1,5,3,350,1
園田,20260504,9,"芦毛集結！ｅｎｊｏｙＧＷ！Ｃ２Ｃ３ ４歳以上特別",7,350,2,7,280,2,6,300,3,,,,,,,,,,,,6,7,2530,6,7,6,4150,10,6,7,300,6,2,7,130,1,2,6,140,2,2,6,7,350,2,7,6,2,6890,22
園田,20260504,10,"おゝ浜のポン酢特別Ｂ２ ４歳以上",4,110,1,4,100,1,8,100,2,2,140,4,4,8,170,1,,,,,4,8,250,1,4,8,270,1,4,8,140,1,2,4,210,3,2,8,380,7,2,4,8,540,2,4,8,2,1140,2
園田,20260504,11,"第６２回 兵庫大賞典４歳以上登録馬",11,3830,6,11,690,6,1,170,4,8,160,2,1,8,5680,14,,,,,1,11,7820,14,11,1,25460,43,1,11,1710,14,8,11,1940,15,1,8,420,6,1,8,11,8510,22,11,1,8,127740,220
園田,20260504,12,鷹嶺記念Ｃ１一４歳以上,9,740,3,9,200,3,10,130,2,4,330,5,7,8,630,4,,,,,9,10,770,2,9,10,2210,7,9,10,430,2,4,9,1640,19,4,10,750,9,4,9,10,2950,8,9,10,4,15660,51
園田,20260505,1,Ｃ３三４歳以上,1,170,1,1,100,1,7,100,2,4,510,8,1,7,170,1,,,,,1,7,180,1,1,7,240,1,1,7,130,1,1,4,1140,14,4,7,900,12,1,4,7,2160,6,1,7,4,3660,11
園田,20260505,2,Ｃ３二４歳以上,8,110,1,8,100,1,2,150,3,7,100,2,2,7,740,3,,,,,2,8,760,3,8,2,710,3,2,8,250,3,7,8,120,1,2,7,360,6,2,7,8,690,2,8,2,7,2370,5
園田,20260505,3,Ｃ３一４歳以上,2,280,2,2,110,1,1,120,2,5,170,4,1,2,270,1,,,,,1,2,230,1,2,1,540,2,1,2,130,1,2,5,240,4,1,5,240,3,1,2,5,330,1,2,1,5,1480,3
園田,20260505,4,スーパーマラドーナ☆来場記念３歳Ｃ１,4,160,1,4,130,1,10,130,2,7,390,8,4,7,350,1,,,,,4,10,340,1,4,10,450,1,4,10,200,1,4,7,1270,16,7,10,1550,19,4,7,10,4110,13,4,10,7,8830,23
園田,20260505,5,ムーディ勝山☆来場記念Ｃ１二４歳以上特別,9,1500,8,9,370,8,4,170,2,5,110,1,4,7,3000,15,,,,,4,9,5550,25,9,4,12520,51,4,9,1480,25,5,9,750,12,4,5,210,1,4,5,9,3860,15,9,4,5,44200,179
園田,20260505,6,橋下美好☆来場記念Ｃ２二４歳以上,10,180,1,10,100,1,2,100,2,7,260,5,2,8,260,1,,,,,2,10,260,1,10,2,370,1,2,10,150,1,7,10,440,6,2,7,440,7,2,7,10,930,3,10,2,7,2750,6
園田,20260505,7,Ｃ２一４歳以上,5,600,3,5,140,3,7,100,1,2,150,4,5,7,430,2,,,,,5,7,490,2,5,7,1420,6,5,7,220,2,2,5,550,8,2,7,250,3,2,5,7,1040,4,5,7,2,6300,21
園田,20260505,8,Ｃ２　４歳以上牝馬特別,4,670,3,4,160,3,9,120,2,10,100,1,4,8,380,2,,,,,4,9,1300,4,4,9,2650,9,4,9,380,5,4,10,240,2,9,10,110,1,4,9,10,510,1,4,9,10,6160,17
園田,20260505,9,"Ｂ２ ４歳以上特別",8,140,1,8,110,1,7,200,6,1,120,2,7,8,860,4,,,,,7,8,780,4,8,7,1080,5,7,8,390,4,1,8,200,2,1,7,770,9,1,7,8,800,3,8,7,1,3180,8
園田,20260505,10,"Ｂ１ ４歳以上特別",6,660,3,6,110,2,11,130,4,5,100,1,6,8,1940,6,,,,,6,11,1970,6,6,11,5440,13,6,11,340,7,5,6,130,1,5,11,160,2,5,6,11,350,2,6,11,5,9570,25
園田,20260505,11,"第２７回 兵庫優駿３歳登録馬",12,120,1,12,100,1,3,100,2,8,120,3,3,8,160,1,,,,,3,12,190,1,12,3,190,1,3,12,110,1,8,12,150,2,3,8,210,3,3,8,12,200,1,12,3,8,460,1
園田,20260505,12,ポピー賞Ｃ１一４歳以上特別,8,170,1,8,130,1,11,280,5,9,150,4,7,8,250,1,,,,,8,11,2140,7,8,11,2580,10,8,11,520,8,8,9,230,2,9,11,830,13,8,9,11,2580,9,8,11,9,9220,33
園田,20260506,1,Ｃ３二４歳以上,2,840,3,2,240,4,11,140,1,12,370,6,2,8,910,5,,,,,2,11,990,3,2,11,2510,9,2,11,370,4,2,12,2190,19,11,12,700,8,2,11,12,6170,20,2,11,12,39570,107
園田,20260506,2,Ｃ３二４歳以上,10,180,1,10,110,2,7,100,1,8,120,3,7,8,150,1,,,,,7,10,200,1,10,7,340,1,7,10,130,1,8,10,200,3,7,8,160,2,7,8,10,250,1,10,7,8,850,1
園田,20260506,3,Ｃ３一４歳以上,7,870,4,7,190,4,8,120,1,4,130,2,7,7,920,4,,,,,7,8,780,3,7,8,2080,9,7,8,290,3,4,7,570,9,4,8,190,1,4,7,8,840,2,7,8,4,7110,20
園田,20260506,4,２０２６ＨＵＫ☆ＧＷダッシュＣ３一４歳以上,12,400,3,12,140,2,6,130,1,10,1200,10,5,8,210,1,,,,,6,12,390,1,12,6,900,4,6,12,240,2,10,12,3310,26,6,10,2100,24,6,10,12,6840,19,12,6,10,23120,72
園田,20260506,5,２０２６ＧＷシリーズ記念Ｃ２二４歳以上,9,740,4,9,240,4,7,160,2,4,240,5,7,8,420,3,,,,,7,9,990,5,9,7,2370,12,7,9,380,5,4,9,930,12,4,7,580,8,4,7,9,3730,14,9,7,4,23130,78
園田,20260506,6,３歳Ｃ２二,4,470,2,4,120,1,3,260,5,8,160,3,,,,,,,,,3,4,2310,8,4,3,4130,14,3,4,540,8,4,8,270,3,3,8,610,9,3,4,8,2390,7,4,3,8,14460,46
園田,20260506,7,キャプテン渡辺＆矢作麗☆来場記念３歳Ｃ２一,8,320,3,8,110,3,5,160,4,6,110,2,,,,,,,,,5,8,750,4,8,5,1390,8,5,8,240,5,6,8,170,1,5,6,220,4,5,6,8,470,2,8,5,6,2830,11
園田,20260506,8,オッズパーク杯Ｃ２一４歳以上,1,380,2,1,100,2,6,100,1,7,170,4,1,6,260,1,,,,,1,6,220,1,1,6,580,3,1,6,120,1,1,7,360,5,6,7,250,4,1,6,7,650,2,1,6,7,3440,12
